"","JULDAY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"149",196,240,14.9452514648438,17.6485061645508,19.5070533752441,22.687520980835,24.4613761901855,24.991096496582,23.5408687591553,20.8746795654297,19.4826641082764,7.7416672706604
"150",196,300,16.3443450927734,17.6487312316895,19.2561073303223,22.2013149261475,24.0012817382812,24.6688060760498,23.5389938354492,20.9034423828125,19.4713478088379,7.7416672706604
"151",196,360,20.2708282470703,19.1373672485352,19.531270980835,21.8555660247803,23.5913257598877,24.3555965423584,23.5185527801514,20.9314384460449,19.4601421356201,7.7416672706604
"152",196,420,26.300422668457,22.2875270843506,20.8864917755127,21.8295040130615,23.2714042663574,24.0612258911133,23.4820575714111,20.9584522247314,19.4490509033203,7.7416672706604
"153",196,480,33.1308135986328,26.5869445800781,23.2921180725098,22.2796897888184,23.1130809783936,23.8053588867188,23.4326705932617,20.9843044281006,19.4380683898926,7.7416672706604
"154",196,540,39.9902954101562,31.491024017334,26.4726333618164,23.2460651397705,23.1806926727295,23.6169090270996,23.3747978210449,21.0088691711426,19.4271926879883,7.7416672706604
"155",196,600,45.9227409362793,36.4128150939941,30.0719738006592,24.6741333007812,23.5078449249268,23.5265522003174,23.3142986297607,21.0320892333984,19.4164199829102,7.7416672706604
"156",196,660,50.082088470459,40.7192535400391,33.656078338623,26.4342746734619,24.0911273956299,23.5588226318359,23.2582397460938,21.0540084838867,19.4057445526123,7.7416672706604
"157",196,720,52.5184326171875,44.0466918945312,36.8255882263184,28.3441066741943,24.8900413513184,23.7261257171631,23.2141914367676,21.0747661590576,19.3951644897461,7.7416672706604
"158",196,780,53.6351203918457,45.9868621826172,39.3437423706055,30.2215442657471,25.8370056152344,24.025598526001,23.1893272399902,21.0945911407471,19.3846759796143,7.7416672706604
"159",196,840,51.9113731384277,46.5134544372559,40.9233245849609,31.8942928314209,26.8505001068115,24.4397811889648,23.1895179748535,21.1138114929199,19.3742771148682,7.7416672706604
"160",196,900,47.9812278747559,45.3939552307129,41.3800582885742,33.1969757080078,27.8406009674072,24.9387989044189,23.2186279296875,21.1328105926514,19.3639659881592,7.7416672706604
"161",196,960,42.2198829650879,42.6818466186523,40.6279563903809,33.991828918457,28.7155227661133,25.4830169677734,23.2780227661133,21.1519908905029,19.3537445068359,7.7416672706604
"162",196,1020,34.7849769592285,38.4833374023438,38.6350212097168,34.1783447265625,29.3899555206299,26.0264587402344,23.3662853240967,21.1717643737793,19.3436088562012,7.7416672706604
"163",196,1080,28.3478221893311,33.7466278076172,35.8080253601074,33.7341766357422,29.7938385009766,26.5207462310791,23.47922706604,21.1924800872803,19.3335647583008,7.7416672706604
"164",196,1140,21.9611549377441,28.8041839599609,32.4336547851562,32.7460594177246,29.8956336975098,26.9215927124023,23.6101341247559,21.2144184112549,19.3236141204834,7.7416672706604
"165",196,1200,18.9641628265381,24.9348125457764,29.0872974395752,31.3512153625488,29.6993751525879,27.1955051422119,23.7505264282227,21.2377433776855,19.313756942749,7.7416672706604
"166",196,1260,17.7908496856689,22.5785789489746,26.4772510528564,29.8233337402344,29.258602142334,27.3249111175537,23.8910961151123,21.2624969482422,19.3040008544922,7.7416672706604
"167",196,1320,17.0031223297119,21.10622215271,24.60959815979,28.3919467926025,28.6685352325439,27.3139266967773,24.0229873657227,21.2885913848877,19.2943458557129,7.7416672706604
"168",196,1380,15.7418460845947,19.7907600402832,23.1217174530029,27.1261749267578,28.0150375366211,27.1847076416016,24.1390132904053,21.3158321380615,19.2847957611084,7.7416672706604
"169",227,0,14.2523021697998,17.1685771942139,19.6652488708496,23.0199356079102,24.079080581665,23.6466312408447,21.1009254455566,18.8731727600098,17.8288345336914,7.7416672706604
"170",227,60,14.028148651123,16.6431751251221,18.9355697631836,22.2125816345215,23.5191040039062,23.4085235595703,21.1821327209473,18.8982467651367,17.8187808990479,7.7416672706604
"171",227,120,13.8740224838257,16.2390766143799,18.3519344329834,21.5199394226074,22.9917964935303,23.1381244659424,21.2410182952881,18.9237365722656,17.8088283538818,7.7416672706604
"172",227,180,14.0508852005005,15.865439414978,17.884298324585,20.9231758117676,22.5012912750244,22.8509140014648,21.2781600952148,18.9493370056152,17.798978805542,7.7416672706604
"173",227,240,13.3754653930664,15.7311725616455,17.482027053833,20.4070854187012,22.0483150482178,22.5579967498779,21.2948875427246,18.9747657775879,17.7892303466797,7.7416672706604
"174",227,300,13.5715951919556,15.6161785125732,17.1798496246338,19.9591064453125,21.6319446563721,22.2670288085938,21.2929592132568,18.999755859375,17.7795829772949,7.7416672706604
"175",227,360,16.0032196044922,16.2885074615479,17.169942855835,19.5968418121338,21.2534580230713,21.9833278656006,21.2743625640869,19.0240821838379,17.7700328826904,7.7416672706604
"176",227,420,21.6140270233154,18.6947898864746,17.9984436035156,19.4437294006348,20.9341526031494,21.7128086090088,21.2412128448486,19.0475444793701,17.7605838775635,7.7416672706604
"177",227,480,28.5553588867188,22.7307167053223,20.0237941741943,19.7036533355713,20.734317779541,21.4686183929443,21.1959686279297,19.0699787139893,17.7512264251709,7.7416672706604
"178",227,540,35.5732269287109,27.5771522521973,23.0127010345459,20.49196434021,20.7319049835205,21.2756671905518,21.142032623291,19.0912609100342,17.7419586181641,7.7416672706604
"179",227,600,41.8700866699219,32.5555381774902,26.5388164520264,21.7815952301025,20.9796905517578,21.1656856536865,21.0842761993408,19.1113262176514,17.7327785491943,7.7416672706604
"180",227,660,46.4552993774414,36.998046875,30.1493129730225,23.4507484436035,21.4877910614014,21.167350769043,21.0290145874023,19.1301975250244,17.7236843109131,7.7416672706604
"181",227,720,49.3917121887207,40.4884643554688,33.4080543518066,25.3155403137207,22.2242527008057,21.2982177734375,20.983434677124,19.1479682922363,17.7146701812744,7.7416672706604
"182",227,780,49.9852638244629,42.6800270080566,36.0187606811523,27.1861152648926,23.1254100799561,21.5602855682373,20.9546661376953,19.1648464202881,17.7057342529297,7.7416672706604
"183",227,840,48.2257308959961,43.243595123291,37.6619071960449,28.8690185546875,24.1088542938232,21.9398212432861,20.9488201141357,19.1811180114746,17.6968727111816,7.7416672706604
"184",227,900,44.5085983276367,41.9697303771973,38.1375389099121,30.180980682373,25.0795783996582,22.4088764190674,20.9701766967773,19.1971340179443,17.6880855560303,7.7416672706604
"185",227,960,38.4855651855469,39.0948638916016,37.3259391784668,30.9702548980713,25.9394416809082,22.9279880523682,21.0205345153809,19.2132892608643,17.6793727874756,7.7416672706604
"186",227,1020,30.5745792388916,34.6790580749512,35.2210235595703,31.1295108795166,26.5971240997314,23.4500217437744,21.0988712310791,19.2299652099609,17.6707344055176,7.7416672706604
"187",227,1080,23.395076751709,29.667839050293,32.1866645812988,30.6270179748535,26.977596282959,23.9247493743896,21.2012748718262,19.2475090026855,17.6621723175049,7.7416672706604
"188",227,1140,18.5831356048584,25.0430335998535,28.7558517456055,29.5630836486816,27.0451889038086,24.305513381958,21.3211841583252,19.2661895751953,17.6536884307861,7.7416672706604
"189",227,1200,16.1859550476074,22.0679874420166,25.7411098480225,28.1752738952637,26.8190135955811,24.5580787658691,21.4501342773438,19.2861595153809,17.6452865600586,7.7416672706604
"190",227,1260,15.2674827575684,20.2420330047607,23.5591430664062,26.7589817047119,26.3788833618164,24.6694374084473,21.5789699554443,19.3074607849121,17.6369667053223,7.7416672706604
